hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage,Num,food
Sernyaa,4.5,56,"Tibetan, Chinese","Ashok Enclave",900,10,1,Tibetan
Sernyaa,4.5,56,"Tibetan, Chinese","Ashok Enclave",900,10,2," Chinese"
"Udipi Vihar (pure veg) restaurant",4.7,50,"Chinese, North Indian, South Indian, Tandoor, Biryani, Desserts","Kandivali East",not_available,0,1,Chinese
"Udipi Vihar (pure veg) restaurant",4.7,50,"Chinese, North Indian, South Indian, Tandoor, Biryani, Desserts","Kandivali East",not_available,0,2," North Indian"
"Udipi Vihar (pure veg) restaurant",4.7,50,"Chinese, North Indian, South Indian, Tandoor, Biryani, Desserts","Kandivali East",not_available,0,3," South Indian"
"Udipi Vihar (pure veg) restaurant",4.7,50,"Chinese, North Indian, South Indian, Tandoor, Biryani, Desserts","Kandivali East",not_available,0,4," Tandoor"
"Udipi Vihar (pure veg) restaurant",4.7,50,"Chinese, North Indian, South Indian, Tandoor, Biryani, Desserts","Kandivali East",not_available,0,5," Biryani"
"Udipi Vihar (pure veg) restaurant",4.7,50,"Chinese, North Indian, South Indian, Tandoor, Biryani, Desserts","Kandivali East",not_available,0,6," Desserts"
"Shubh Sagar Restaurant",4.5,52,"Chinese, North Indian, South Indian","Mira Road",not_available,0,1,Chinese
"Shubh Sagar Restaurant",4.5,52,"Chinese, North Indian, South Indian","Mira Road",not_available,0,2," North Indian"
"Shubh Sagar Restaurant",4.5,52,"Chinese, North Indian, South Indian","Mira Road",not_available,0,3," South Indian"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,1,"South Indian"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,2," North Indian"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,3," Chinese"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,4," Tandoor"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,5," Biryani"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,6," Juices"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,7," Beverages"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,8," Mughlai"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,9," Home Food"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,11," Italian"
"Ruchi Veg Restaurant",4.2,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10,12," Mexican"
Jango's,4.7,55,"Chinese, North Indian, Biryani, Kebabs","Kandivali West",749,not_available,1,Chinese
Jango's,4.7,55,"Chinese, North Indian, Biryani, Kebabs","Kandivali West",749,not_available,2," North Indian"
Jango's,4.7,55,"Chinese, North Indian, Biryani, Kebabs","Kandivali West",749,not_available,3," Biryani"
Jango's,4.7,55,"Chinese, North Indian, Biryani, Kebabs","Kandivali West",749,not_available,4," Kebabs"
"Konkan Chilly",4.3,56,"Konkan, North Indian, Chinese, Tandoor, Malwani","Chincholi Bunder",1000,10,1,Konkan
"Konkan Chilly",4.3,56,"Konkan, North Indian, Chinese, Tandoor, Malwani","Chincholi Bunder",1000,10,2," North Indian"
"Konkan Chilly",4.3,56,"Konkan, North Indian, Chinese, Tandoor, Malwani","Chincholi Bunder",1000,10,3," Chinese"
"Konkan Chilly",4.3,56,"Konkan, North Indian, Chinese, Tandoor, Malwani","Chincholi Bunder",1000,10,4," Tandoor"
"Konkan Chilly",4.3,56,"Konkan, North Indian, Chinese, Tandoor, Malwani","Chincholi Bunder",1000,10,5," Malwani"
"Flavours Of China (Evershine Nagar)",4.4,51,Chinese,"Malad Borivali Area",999,not_available,1,Chinese
"Landmark Kitchens",4.2,56,"Indian, Snacks, Pizzas, Chinese",Goregaon,not_available,0,1,Indian
"Landmark Kitchens",4.2,56,"Indian, Snacks, Pizzas, Chinese",Goregaon,not_available,0,2," Snacks"
"Landmark Kitchens",4.2,56,"Indian, Snacks, Pizzas, Chinese",Goregaon,not_available,0,3," Pizzas"
"Landmark Kitchens",4.2,56,"Indian, Snacks, Pizzas, Chinese",Goregaon,not_available,0,4," Chinese"
"Desi Shack- Acha Khao, Acha Khilao- By om snacks",4.7,43,"Indian, Fast Food, Snacks, Italian, Chinese, Beverages","Kandivali East",not_available,0,1,Indian
"Desi Shack- Acha Khao, Acha Khilao- By om snacks",4.7,43,"Indian, Fast Food, Snacks, Italian, Chinese, Beverages","Kandivali East",not_available,0,2," Fast Food"
"Desi Shack- Acha Khao, Acha Khilao- By om snacks",4.7,43,"Indian, Fast Food, Snacks, Italian, Chinese, Beverages","Kandivali East",not_available,0,3," Snacks"
"Desi Shack- Acha Khao, Acha Khilao- By om snacks",4.7,43,"Indian, Fast Food, Snacks, Italian, Chinese, Beverages","Kandivali East",not_available,0,4," Italian"
"Desi Shack- Acha Khao, Acha Khilao- By om snacks",4.7,43,"Indian, Fast Food, Snacks, Italian, Chinese, Beverages","Kandivali East",not_available,0,5," Chinese"
"Desi Shack- Acha Khao, Acha Khilao- By om snacks",4.7,43,"Indian, Fast Food, Snacks, Italian, Chinese, Beverages","Kandivali East",not_available,0,6," Beverages"
"Malgudi - Veg & Non-Veg Family Restaurant",4.4,48,"North Indian, Chinese, South Indian, Malwani","Kandivali West",449,not_available,1,"North Indian"
"Malgudi - Veg & Non-Veg Family Restaurant",4.4,48,"North Indian, Chinese, South Indian, Malwani","Kandivali West",449,not_available,2," Chinese"
"Malgudi - Veg & Non-Veg Family Restaurant",4.4,48,"North Indian, Chinese, South Indian, Malwani","Kandivali West",449,not_available,3," South Indian"
"Malgudi - Veg & Non-Veg Family Restaurant",4.4,48,"North Indian, Chinese, South Indian, Malwani","Kandivali West",449,not_available,4," Malwani"
"Shiv Sagar Malad",4.7,48,"Indian, Chinese","Kandivali West",1200,10,1,Indian
"Shiv Sagar Malad",4.7,48,"Indian, Chinese","Kandivali West",1200,10,2," Chinese"
"Lalit Bakery",4.5,51,"Bakery, Desserts, Italian",Borivali,not_available,0,1,Bakery
"Lalit Bakery",4.5,51,"Bakery, Desserts, Italian",Borivali,not_available,0,2," Desserts"
"Lalit Bakery",4.5,51,"Bakery, Desserts, Italian",Borivali,not_available,0,3," Italian"
"Namaskar The Family Restaurant",4.4,49,"North Indian, Chinese, Maharashtrian, Biryani","Kandivali East",not_available,0,1,"North Indian"
"Namaskar The Family Restaurant",4.4,49,"North Indian, Chinese, Maharashtrian, Biryani","Kandivali East",not_available,0,2," Chinese"
"Namaskar The Family Restaurant",4.4,49,"North Indian, Chinese, Maharashtrian, Biryani","Kandivali East",not_available,0,3," Maharashtrian"
"Namaskar The Family Restaurant",4.4,49,"North Indian, Chinese, Maharashtrian, Biryani","Kandivali East",not_available,0,4," Biryani"
"Green Tadka",4.3,51,Indian,"Kandivali West",not_available,0,1,Indian
"Stir Fry Grill",4.7,48,"Chinese, Continental, Indian, Thai, Healthy Food, Pan-Asian","Kandivali West",449,not_available,1,Chinese
"Stir Fry Grill",4.7,48,"Chinese, Continental, Indian, Thai, Healthy Food, Pan-Asian","Kandivali West",449,not_available,2," Continental"
"Stir Fry Grill",4.7,48,"Chinese, Continental, Indian, Thai, Healthy Food, Pan-Asian","Kandivali West",449,not_available,3," Indian"
"Stir Fry Grill",4.7,48,"Chinese, Continental, Indian, Thai, Healthy Food, Pan-Asian","Kandivali West",449,not_available,4," Thai"
"Stir Fry Grill",4.7,48,"Chinese, Continental, Indian, Thai, Healthy Food, Pan-Asian","Kandivali West",449,not_available,5," Healthy Food"
"Stir Fry Grill",4.7,48,"Chinese, Continental, Indian, Thai, Healthy Food, Pan-Asian","Kandivali West",449,not_available,6," Pan-Asian"
"Deepak Only Veg",4.3,49,"South Indian, Chinese, Indian",Mumbai,600,10,1,"South Indian"
"Deepak Only Veg",4.3,49,"South Indian, Chinese, Indian",Mumbai,600,10,2," Chinese"
"Deepak Only Veg",4.3,49,"South Indian, Chinese, Indian",Mumbai,600,10,3," Indian"
"Gulistan Family Restaurant",4.7,43,Chinese,"Kandivali West",1300,10,1,Chinese
"Keto Treats",4.4,52,"Keto, Bakery, Ice Cream, Desserts","Evershine nagar",900,10,1,Keto
"Keto Treats",4.4,52,"Keto, Bakery, Ice Cream, Desserts","Evershine nagar",900,10,2," Bakery"
"Keto Treats",4.4,52,"Keto, Bakery, Ice Cream, Desserts","Evershine nagar",900,10,3," Ice Cream"
"Keto Treats",4.4,52,"Keto, Bakery, Ice Cream, Desserts","Evershine nagar",900,10,4," Desserts"
"Hotel Apala samadhan",4.4,49,"Malwani, Indian, Chinese","Kandivali West",not_available,0,1,Malwani
"Hotel Apala samadhan",4.4,49,"Malwani, Indian, Chinese","Kandivali West",not_available,0,2," Indian"
"Hotel Apala samadhan",4.4,49,"Malwani, Indian, Chinese","Kandivali West",not_available,0,3," Chinese"
"Ravindra Restaurant",4.2,43,"North Indian, South Indian, Chinese, Pizzas","Kandivali East",not_available,0,1,"North Indian"
"Ravindra Restaurant",4.2,43,"North Indian, South Indian, Chinese, Pizzas","Kandivali East",not_available,0,2," South Indian"
"Ravindra Restaurant",4.2,43,"North Indian, South Indian, Chinese, Pizzas","Kandivali East",not_available,0,3," Chinese"
"Ravindra Restaurant",4.2,43,"North Indian, South Indian, Chinese, Pizzas","Kandivali East",not_available,0,4," Pizzas"
"Apricot foods",4.4,43,"Sweets, Fast Food, Chaat, Snacks, Desserts, Gujarati, Maharashtrian","Kandivali West",999,not_available,1,Sweets
"Apricot foods",4.4,43,"Sweets, Fast Food, Chaat, Snacks, Desserts, Gujarati, Maharashtrian","Kandivali West",999,not_available,2," Fast Food"
"Apricot foods",4.4,43,"Sweets, Fast Food, Chaat, Snacks, Desserts, Gujarati, Maharashtrian","Kandivali West",999,not_available,3," Chaat"
"Apricot foods",4.4,43,"Sweets, Fast Food, Chaat, Snacks, Desserts, Gujarati, Maharashtrian","Kandivali West",999,not_available,4," Snacks"
"Apricot foods",4.4,43,"Sweets, Fast Food, Chaat, Snacks, Desserts, Gujarati, Maharashtrian","Kandivali West",999,not_available,5," Desserts"
"Apricot foods",4.4,43,"Sweets, Fast Food, Chaat, Snacks, Desserts, Gujarati, Maharashtrian","Kandivali West",999,not_available,6," Gujarati"
"Apricot foods",4.4,43,"Sweets, Fast Food, Chaat, Snacks, Desserts, Gujarati, Maharashtrian","Kandivali West",999,not_available,7," Maharashtrian"
"Sattvik Tiffin Co",4.7,44,"North Indian, Chinese","Kandivali East",not_available,0,1,"North Indian"
"Sattvik Tiffin Co",4.7,44,"North Indian, Chinese","Kandivali East",not_available,0,2," Chinese"
"Govindas Veg Treat",4.7,45,"North Indian, Chinese, Beverages, South American","Kandivali West",700,10,1,"North Indian"
"Govindas Veg Treat",4.7,45,"North Indian, Chinese, Beverages, South American","Kandivali West",700,10,2," Chinese"
"Govindas Veg Treat",4.7,45,"North Indian, Chinese, Beverages, South American","Kandivali West",700,10,3," Beverages"
"Govindas Veg Treat",4.7,45,"North Indian, Chinese, Beverages, South American","Kandivali West",700,10,4," South American"
"The Delhi Spice",4.7,46,"Biryani, Chinese, North Indian","Kandivali East",not_available,0,1,Biryani
"The Delhi Spice",4.7,46,"Biryani, Chinese, North Indian","Kandivali East",not_available,0,2," Chinese"
"The Delhi Spice",4.7,46,"Biryani, Chinese, North Indian","Kandivali East",not_available,0,3," North Indian"
"Hotel National",4.4,43,"North Indian, Chinese","Kandivali West",999,not_available,1,"North Indian"
"Hotel National",4.4,43,"North Indian, Chinese","Kandivali West",999,not_available,2," Chinese"
"The Burrow Cafe",4.7,53,"Pastas, Continental","Kandivali West",900,10,1,Pastas
"The Burrow Cafe",4.7,53,"Pastas, Continental","Kandivali West",900,10,2," Continental"
Saundha,4.1,57,"North Indian, Biryani, Kebabs, Chaat, Beverages","Kandivali West",not_available,0,1,"North Indian"
Saundha,4.1,57,"North Indian, Biryani, Kebabs, Chaat, Beverages","Kandivali West",not_available,0,2," Biryani"
Saundha,4.1,57,"North Indian, Biryani, Kebabs, Chaat, Beverages","Kandivali West",not_available,0,3," Kebabs"
Saundha,4.1,57,"North Indian, Biryani, Kebabs, Chaat, Beverages","Kandivali West",not_available,0,4," Chaat"
Saundha,4.1,57,"North Indian, Biryani, Kebabs, Chaat, Beverages","Kandivali West",not_available,0,5," Beverages"
"Raju Pav Bhaji",4.3,40,Chinese,Mumbai,749,not_available,1,Chinese
"Cha - Ya its cup of tea",4.5,40,"Beverages, Snacks",Borivali,500,20,1,Beverages
"Cha - Ya its cup of tea",4.5,40,"Beverages, Snacks",Borivali,500,20,2," Snacks"
"Coffee By Di Bella Exclusive",4.7,50,"Desserts, Beverages, Fast Food, Waffle, Snacks, Bakery","Kandivali West",800,10,1,Desserts
"Coffee By Di Bella Exclusive",4.7,50,"Desserts, Beverages, Fast Food, Waffle, Snacks, Bakery","Kandivali West",800,10,2," Beverages"
"Coffee By Di Bella Exclusive",4.7,50,"Desserts, Beverages, Fast Food, Waffle, Snacks, Bakery","Kandivali West",800,10,3," Fast Food"
"Coffee By Di Bella Exclusive",4.7,50,"Desserts, Beverages, Fast Food, Waffle, Snacks, Bakery","Kandivali West",800,10,4," Waffle"
"Coffee By Di Bella Exclusive",4.7,50,"Desserts, Beverages, Fast Food, Waffle, Snacks, Bakery","Kandivali West",800,10,5," Snacks"
"Coffee By Di Bella Exclusive",4.7,50,"Desserts, Beverages, Fast Food, Waffle, Snacks, Bakery","Kandivali West",800,10,6," Bakery"
"Jagtap Missal",4.5,34,"Snacks, Indian",Borivali,not_available,0,1,Snacks
"Jagtap Missal",4.5,34,"Snacks, Indian",Borivali,not_available,0,2," Indian"
"Nafees Biryani",4.1,38,Mughlai,"Kandivali East",150,30,1,Mughlai
"R K Ladoowala",4.6,36,"Indian, Sweets, Desserts",Dahisar,100,10,1,Indian
"R K Ladoowala",4.6,36,"Indian, Sweets, Desserts",Dahisar,100,10,2," Sweets"
"R K Ladoowala",4.6,36,"Indian, Sweets, Desserts",Dahisar,100,10,3," Desserts"
Biryani-Holic,4.1,38,"Biryani, Indian","Kandivali East",150,30,1,Biryani
Biryani-Holic,4.1,38,"Biryani, Indian","Kandivali East",150,30,2," Indian"
"The Green Kitchen",4.5,39,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali,not_available,0,1,"Fast Food"
"The Green Kitchen",4.5,39,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali,not_available,0,2," Indian"
"The Green Kitchen",4.5,39,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali,not_available,0,3," Chinese"
"The Green Kitchen",4.5,39,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali,not_available,0,4," Continental"
"The Green Kitchen",4.5,39,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali,not_available,0,5," Tandoor"
"The Green Kitchen",4.5,39,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali,not_available,0,6," Pizzas"
"The Green Kitchen",4.5,39,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali,not_available,0,7," South Indian"
"The Green Kitchen",4.5,39,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali,not_available,0,8," Mexican"
"Bindaas Binge ( Cakes, Pastries & More )",4.1,38,"Bakery, Desserts, Sweets","Kandivali East",not_available,0,1,Bakery
"Bindaas Binge ( Cakes, Pastries & More )",4.1,38,"Bakery, Desserts, Sweets","Kandivali East",not_available,0,2," Desserts"
"Bindaas Binge ( Cakes, Pastries & More )",4.1,38,"Bakery, Desserts, Sweets","Kandivali East",not_available,0,3," Sweets"
"Anytime Misal",4.5,37,"Street Food, Beverages, Desserts",Borivali,not_available,0,1,"Street Food"
"Anytime Misal",4.5,37,"Street Food, Beverages, Desserts",Borivali,not_available,0,2," Beverages"
"Anytime Misal",4.5,37,"Street Food, Beverages, Desserts",Borivali,not_available,0,3," Desserts"
Andawala,4.4,33,"Fast Food, Street Food","Kandivali West",not_available,0,1,"Fast Food"
Andawala,4.4,33,"Fast Food, Street Food","Kandivali West",not_available,0,2," Street Food"
"Chatako The Gujju's",4.2,38,Gujarati,"Kandivali East",not_available,0,1,Gujarati
"Aditi Fast Food",4.1,63,"Street Food, Indian, Chinese, Beverages","Kandivali West",not_available,0,1,"Street Food"
"Aditi Fast Food",4.1,63,"Street Food, Indian, Chinese, Beverages","Kandivali West",not_available,0,2," Indian"
"Aditi Fast Food",4.1,63,"Street Food, Indian, Chinese, Beverages","Kandivali West",not_available,0,3," Chinese"
"Aditi Fast Food",4.1,63,"Street Food, Indian, Chinese, Beverages","Kandivali West",not_available,0,4," Beverages"
"Hotel ShreeDevi",4.7,41,"Indian, Chinese, Punjabi","Kandivali West",not_available,0,1,Indian
"Hotel ShreeDevi",4.7,41,"Indian, Chinese, Punjabi","Kandivali West",not_available,0,2," Chinese"
"Hotel ShreeDevi",4.7,41,"Indian, Chinese, Punjabi","Kandivali West",not_available,0,3," Punjabi"
"Thepla Junction",4.4,45,Snacks,"Kandivali West",not_available,0,1,Snacks
"The Daily Deli",4.7,60,"Continental, American, Pizzas, Pastas, Beverages, Desserts","Kandivali West",749,not_available,1,Continental
"The Daily Deli",4.7,60,"Continental, American, Pizzas, Pastas, Beverages, Desserts","Kandivali West",749,not_available,2," American"
"The Daily Deli",4.7,60,"Continental, American, Pizzas, Pastas, Beverages, Desserts","Kandivali West",749,not_available,3," Pizzas"
"The Daily Deli",4.7,60,"Continental, American, Pizzas, Pastas, Beverages, Desserts","Kandivali West",749,not_available,4," Pastas"
"The Daily Deli",4.7,60,"Continental, American, Pizzas, Pastas, Beverages, Desserts","Kandivali West",749,not_available,5," Beverages"
"The Daily Deli",4.7,60,"Continental, American, Pizzas, Pastas, Beverages, Desserts","Kandivali West",749,not_available,6," Desserts"
"Cherry's Kitchen",4.7,56,"Indian, Kerala","Kandivali West",not_available,0,1,Indian
"Cherry's Kitchen",4.7,56,"Indian, Kerala","Kandivali West",not_available,0,2," Kerala"
"Annapurna Healthy Kitchen",4.4,66,"Gujarati, Thalis","Kandivali West",not_available,0,1,Gujarati
"Annapurna Healthy Kitchen",4.4,66,"Gujarati, Thalis","Kandivali West",not_available,0,2," Thalis"
"Divya Chinese corner",4.2,40,"Chinese, Indian","Kandivali East",700,20,1,Chinese
"Divya Chinese corner",4.2,40,"Chinese, Indian","Kandivali East",700,20,2," Indian"
"Medha malvan",4.2,59,Malwani,Goregaon,800,15,1,Malwani
"Vedant Snacks Corner",3.9,54,"South Indian, Beverages, North Indian, Juices","Kandivali West",999,not_available,1,"South Indian"
"Vedant Snacks Corner",3.9,54,"South Indian, Beverages, North Indian, Juices","Kandivali West",999,not_available,2," Beverages"
"Vedant Snacks Corner",3.9,54,"South Indian, Beverages, North Indian, Juices","Kandivali West",999,not_available,3," North Indian"
"Vedant Snacks Corner",3.9,54,"South Indian, Beverages, North Indian, Juices","Kandivali West",999,not_available,4," Juices"
"Noor Biryani Center",4.4,44,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts","Kandivali West",150,30,1,Biryani
"Noor Biryani Center",4.4,44,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts","Kandivali West",150,30,2," Mughlai"
"Noor Biryani Center",4.4,44,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts","Kandivali West",150,30,3," North Indian"
"Noor Biryani Center",4.4,44,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts","Kandivali West",150,30,4," Indian"
"Noor Biryani Center",4.4,44,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts","Kandivali West",150,30,5," Tandoor"
"Noor Biryani Center",4.4,44,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts","Kandivali West",150,30,6," Punjabi"
"Noor Biryani Center",4.4,44,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts","Kandivali West",150,30,7," Snacks"
"Noor Biryani Center",4.4,44,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts","Kandivali West",150,30,8," Desserts"
"Dada's Chinese Kitchen",4.3,49,Chinese,"Kandivali East",125,25,1,Chinese
"Sun Moon & Potatoes",4.7,58,"Continental, Chinese, Salads, Asian","Kandivali West",449,not_available,1,Continental
"Sun Moon & Potatoes",4.7,58,"Continental, Chinese, Salads, Asian","Kandivali West",449,not_available,2," Chinese"
"Sun Moon & Potatoes",4.7,58,"Continental, Chinese, Salads, Asian","Kandivali West",449,not_available,3," Salads"
"Sun Moon & Potatoes",4.7,58,"Continental, Chinese, Salads, Asian","Kandivali West",449,not_available,4," Asian"
"Arabian Shawarma by Rudy's",4.4,41,"Lebanese, Arabian, Salads","Kandivali West",999,not_available,1,Lebanese
"Arabian Shawarma by Rudy's",4.4,41,"Lebanese, Arabian, Salads","Kandivali West",999,not_available,2," Arabian"
"Arabian Shawarma by Rudy's",4.4,41,"Lebanese, Arabian, Salads","Kandivali West",999,not_available,3," Salads"
"Fakth Chicken",4.7,55,"Indian, Snacks","Kandivali West",800,10,1,Indian
"Fakth Chicken",4.7,55,"Indian, Snacks","Kandivali West",800,10,2," Snacks"
"Jalaram Kathiyawadi Thali",4.5,45,Gujarati,Borivali,not_available,0,1,Gujarati
"Samant Bandhu Nx",4.3,43,"Desserts, Snacks, Sweets, Beverages","Kandivali West",not_available,0,1,Desserts
"Samant Bandhu Nx",4.3,43,"Desserts, Snacks, Sweets, Beverages","Kandivali West",not_available,0,2," Snacks"
"Samant Bandhu Nx",4.3,43,"Desserts, Snacks, Sweets, Beverages","Kandivali West",not_available,0,3," Sweets"
"Samant Bandhu Nx",4.3,43,"Desserts, Snacks, Sweets, Beverages","Kandivali West",not_available,0,4," Beverages"
"Silver Oaks",4.7,54,"North Indian, Mughlai, Chinese, Continental","Kandivali West",not_available,0,1,"North Indian"
"Silver Oaks",4.7,54,"North Indian, Mughlai, Chinese, Continental","Kandivali West",not_available,0,2," Mughlai"
"Silver Oaks",4.7,54,"North Indian, Mughlai, Chinese, Continental","Kandivali West",not_available,0,3," Chinese"
"Silver Oaks",4.7,54,"North Indian, Mughlai, Chinese, Continental","Kandivali West",not_available,0,4," Continental"
"Jai Bholenath Kathiyawadi",4.2,49,"Thalis, Gujarati, Jain","Kandivali East",not_available,0,1,Thalis
"Jai Bholenath Kathiyawadi",4.2,49,"Thalis, Gujarati, Jain","Kandivali East",not_available,0,2," Gujarati"
"Jai Bholenath Kathiyawadi",4.2,49,"Thalis, Gujarati, Jain","Kandivali East",not_available,0,3," Jain"
"Cafe meter on",4.4,51,"Italian, Indian, Chinese, Continental","Kandivali West",999,not_available,1,Italian
"Cafe meter on",4.4,51,"Italian, Indian, Chinese, Continental","Kandivali West",999,not_available,2," Indian"
"Cafe meter on",4.4,51,"Italian, Indian, Chinese, Continental","Kandivali West",999,not_available,3," Chinese"
"Cafe meter on",4.4,51,"Italian, Indian, Chinese, Continental","Kandivali West",999,not_available,4," Continental"
Choclato,3.9,41,"Desserts, Bakery","Kandivali West",not_available,0,1,Desserts
Choclato,3.9,41,"Desserts, Bakery","Kandivali West",not_available,0,2," Bakery"
"Cafe Lajawab",4.1,53,"Arabian, Snacks","Kandivali West",200,40,1,Arabian
"Cafe Lajawab",4.1,53,"Arabian, Snacks","Kandivali West",200,40,2," Snacks"
"Mary Fast Food",4.1,47,"Chinese, Fast Food","Kandivali West",not_available,0,1,Chinese
"Mary Fast Food",4.1,47,"Chinese, Fast Food","Kandivali West",not_available,0,2," Fast Food"
"Satyanarayan Lunch Home",4.7,46,"Chinese, Indian","Kandivali East",not_available,0,1,Chinese
"Satyanarayan Lunch Home",4.7,46,"Chinese, Indian","Kandivali East",not_available,0,2," Indian"
"Uttar Da Puttar",4.2,53,"North Indian, Indian, Punjabi, Biryani",Goregaon,800,15,1,"North Indian"
"Uttar Da Puttar",4.2,53,"North Indian, Indian, Punjabi, Biryani",Goregaon,800,15,2," Indian"
"Uttar Da Puttar",4.2,53,"North Indian, Indian, Punjabi, Biryani",Goregaon,800,15,3," Punjabi"
"Uttar Da Puttar",4.2,53,"North Indian, Indian, Punjabi, Biryani",Goregaon,800,15,4," Biryani"
Alfredo's,4.1,55,"Italian, European","Kandivali West",1000,10,1,Italian
Alfredo's,4.1,55,"Italian, European","Kandivali West",1000,10,2," European"
"Al-Falah Shawarma",4.4,51,Lebanese,"Kandivali West",not_available,0,1,Lebanese
"Mothers Touch Rajasthani",4.7,81,"Indian, Snacks","Kandivali West",999,not_available,1,Indian
"Mothers Touch Rajasthani",4.7,81,"Indian, Snacks","Kandivali West",999,not_available,2," Snacks"
"Cravings all day",4.7,44,"Bakery, Desserts","Kandivali West",349,not_available,1,Bakery
"Cravings all day",4.7,44,"Bakery, Desserts","Kandivali West",349,not_available,2," Desserts"
"Big Fat Monk",4.7,53,"Chinese, Asian, Fast Food, Desserts, Beverages","Kandivali West",449,not_available,1,Chinese
"Big Fat Monk",4.7,53,"Chinese, Asian, Fast Food, Desserts, Beverages","Kandivali West",449,not_available,2," Asian"
"Big Fat Monk",4.7,53,"Chinese, Asian, Fast Food, Desserts, Beverages","Kandivali West",449,not_available,3," Fast Food"
"Big Fat Monk",4.7,53,"Chinese, Asian, Fast Food, Desserts, Beverages","Kandivali West",449,not_available,4," Desserts"
"Big Fat Monk",4.7,53,"Chinese, Asian, Fast Food, Desserts, Beverages","Kandivali West",449,not_available,5," Beverages"
"44 The Food Hub",4.1,54,"Chinese, South Indian","Kandivali West",700,10,1,Chinese
"44 The Food Hub",4.1,54,"Chinese, South Indian","Kandivali West",700,10,2," South Indian"
"Radha Krishna Fast Food - Mahavir Nagar",4.4,40,"Indian, Chinese","Kandivali West",not_available,0,1,Indian
"Radha Krishna Fast Food - Mahavir Nagar",4.4,40,"Indian, Chinese","Kandivali West",not_available,0,2," Chinese"
"Aniket Chinese Corner",4.1,28,"Chinese, North Indian, Biryani","Kandivali West",not_available,0,1,Chinese
"Aniket Chinese Corner",4.1,28,"Chinese, North Indian, Biryani","Kandivali West",not_available,0,2," North Indian"
"Aniket Chinese Corner",4.1,28,"Chinese, North Indian, Biryani","Kandivali West",not_available,0,3," Biryani"
